IssueID,Title,Body
38193,met: forecast timestamps are not in UTC,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->

According to https://developers.home-assistant.io/docs/core/entity/weather/ the timestamp in the forecast data needs to be in

> UTC Date time in RFC 3339 format.

Instead timestamps from the met weather entity are in local time:

```yaml
forecast: 
- datetime: '2020-07-26T12:00:00+02:00'
  temperature: 23.6
  condition: partlycloudy
  pressure: 1011.5
  humidity: 54.6
  wind_speed: 22
  wind_bearing: 246.1
```

## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue:  0.113.0
- Last working Home Assistant Core release (if known): 
- Operating environment (OS/Container/Supervised/Core): NixOS 20.09
- Integration causing this issue:  met
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/met/

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```yaml

```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt

```

## Additional information

@Danielhiversen "
38186,"RFXTRX - after HA starts, every motion sensor is ON until the first trigger","<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->
After HA restarts, every RFXTRX motion sensor is ON until the first trigger.

## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.113
- Last working Home Assistant Core release (if known): 0.112
- Operating environment (OS/Container/Supervised/Core): Supervised
- Integration causing this issue: rfxtrx
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/rfxtrx/

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```yaml
rfxtrx:
  device: /dev/serial/by-id/usb-RFXCOM_RFXtrx433_XXXXXXXX-if00-port0
  # debug: True
  automatic_add: False
  devices:
    09130000XXXXX101c000: #pir1
      device_class: motion
      off_delay:
        seconds: 2

    09130000XXXXX201c000: #pir2
      device_class: motion
      off_delay:
        seconds: 2

    09130000XXXXX301c000: #pir3
      device_class: motion
      off_delay:
        seconds: 2
```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt

```

## Additional information
Renamed and changed the generated names/entity_ids on the integration page."
38151,after updating to 0.113 Beckhoff's ADS integration stopped working,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->
I'm using HA to aggregate info from many different platforms, but my home application is based on Beckhoff PLCs.
since last update (0.113), ads variables are not working anymore: I get all the variables read from PLC as  unknown or false o 0.
Checking the log, it seems an issue related to ADS implementation of callback notification with wrong buffer size of the return value (the log is below in the issue report).
In order to avoid messy logs and to narrow the most the problem, I reduced the configuration down to the read of just 1 single udint var.

## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.113
- Last working Home Assistant Core release (if known): 0.112.4 
- Operating environment (OS/Container/Supervised/Core): RasberryPI3B, HassOS 4.11/229
- Integration causing this issue: Beckhoff Twincat ADS
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/ads/  

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```yaml

# Configure a default setup of Home Assistant (frontend, api, etc)
default_config:
homeassistant:
 whitelist_external_dirs:
    - /config/tmp
#enable REST-API
api:

# Text to speech
tts:
  - platform: google_translate

group: !include groups.yaml
automation: !include automations.yaml
script: !include scripts.yaml
scene: !include scenes.yaml



# TwinCAT Setup:
ads:
  device: '192.0.0.162.1.1'
  port: 851
  ip_address: '192.0.0.162'
  

sensor:
- platform: ads
  adsvar: PRG_MAIN.MAIN.secondiUp
  unit_of_measurement: sec
  adstype: uint
  name: Secondi Up


```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt
2020-07-24 10:29:54 ERROR (Dummy-11) [root] Uncaught exception
Traceback (most recent call last):
  File ""_ctypes/callbacks.c"", line 237, in 'calling callback function'
  File ""/usr/local/lib/python3.8/site-packages/pyads/pyads_ex.py"", line 849, in wrapper
    return callback(notification, data)
  File ""/usr/src/homeassistant/homeassistant/components/ads/__init__.py"", line 250, in _device_notification_callback
    value = struct.unpack(""
struct.error: unpack requires a buffer of 2 bytes

```

## Additional information

"
38147,Tesla Powerwall stopped working after 1.48 software update,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->


## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.111.4
- Last working Home Assistant Core release (if known): 
- Operating environment (OS/Container/Supervised/Core): Home Assistant Core running in Docker environment. 
- Integration causing this issue: Tesla Powerwall
- Link to integration documentation on our website:
- Last working Powerwall integration : 1.47

## Problem-relevant `configuration.yaml`


```yaml

```

## Traceback/Error logs
GUI warning :
Unknown powerwall software version. It seems like your powerwall uses an unsupported version. Please update the software of your powerwall or if it isalready the newest consider reporting this issue.
See logs for more information

Error log:
2020-07-22 21:05:14 ERROR (MainThread) [homeassistant.components.powerwall] Error fetching Powerwall site data: Unable to fetch data from powerwall
2020-07-22 21:06:54 ERROR (MainThread) [homeassistant.components.powerwall] Powerwall api error: It seems like the Powerwall API changed for '<class 'tesla_powerwall.responses.MetersResponse'>'': Some attributes have been removed from the response: ['timeout']

## Additional information

"
38136,"Abode randomly becomes ""unavailable"", restored by restart.","## The problem
About once a month my Abode integration and all entities will randomly become ""unavailable"".  I have to restart the system for it to come back.

## Environment
- Home Assistant Core release with the issue: 

0.112.4

- Operating environment (OS/Container/Supervised/Core): 

Home Assistant on Rasperry Pi 3B+

- Integration causing this issue: 

[Abode](https://www.home-assistant.io/integrations/abode/)

## Traceback/Error logs
```
Log Details (WARNING)
Logger: abodepy.socketio
Source: util/thread.py:20 
First occurred: 5:56:47 AM (1 occurrences) 
Last logged: 5:56:47 AM

Captured exception during SocketIO event callback: Request failed
```

## Additional information
I've check Abode's system status as well as my network status and there haven't appeared to be any outages at the time this occurs."
38116,Sensor Toon electricity meter feed in Tariff 1 and 2 not correct displaying,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
I enabled sensor.electricity_meter_feed_in_tariff_1 and sensor.electricity_meter_feed_in_tariff_2 in the new Toon component. 
Both sensors report exactly the same value. This can also be seen in the image dispayed in the pull request: https://github.com/home-assistant/core/pull/36952. Both sensors report the same value. Probably just a copy/paste issue in the code.


## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.113
- Last working Home Assistant Core release (if known): before the breaking Cuby change
- Operating environment (OS/Container/Supervised/Core): HassOS 4.10
- Integration causing this issue: Toon
- Link to integration documentation on our website: https://github.com/home-assistant/core/pull/36952

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

No yaml problem

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```no errors
```

## Additional information

see attachment for screenshot
![Toon_electricity_feed](https://user-images.githubusercontent.com/33121968/88293337-294d2280-ccfb-11ea-8e55-94829e94dbd4.png)
"
38084,Invalid Credentials Error - Cannot Set Up SimpliSafe,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->

When attempting to add the integration for SimpliSafe, I receive an error stating 'Invalid Credentials' I have confirmed that the credentials are correct. They are being copied/pasted out of a password vault.

## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: Home Assistant 0.113.0
- Last working Home Assistant Core release (if known): 
- Operating environment (OS/Container/Supervised/Core): Linux 5.4.41-v71+ running in docker 19.03.12
- Integration causing this issue: SimpliSafe
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/simplisafe/

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```yaml
Setting up through UI, also tried the following with no success:

simplisafe:
  accounts:
    - username: user@email.com
      password: password123

```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt
None.
```

## Additional information

"
38080,Error in logs from zeroconf,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->
There is an error in the logs from the zeroconf integration

## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.113.0
- Last working Home Assistant Core release (if known): 
- Operating environment (OS/Container/Supervised/Core): Supervised
- Integration causing this issue: zeroconf
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/zeroconf/

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```yaml
zeroconf:
```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt
Exception in thread zeroconf-ServiceBrowser__daap._tcp.local.-_nut._tcp.local.-_viziocast._tcp.local.-_elg._tcp.local.-_plugwise._tcp.local.-_dkapi._tcp.local.-_axis-video._tcp.local.-_spotify-connect._tcp.local.-_printer._tcp.local.-_ipps._tcp.local.-_wled._tcp.local.-_ipp._tcp.local.-_miio._udp.local.-_hap._tcp.local.-_api._udp.local.-_googlecast._tcp.local.-_esphomelib._tcp.local._286:
Traceback (most recent call last):
  File ""/usr/local/lib/python3.8/threading.py"", line 932, in _bootstrap_inner
    self.run()
  File ""/usr/local/lib/python3.8/site-packages/zeroconf/__init__.py"", line 1675, in run
    self._service_state_changed.fire(
  File ""/usr/local/lib/python3.8/site-packages/zeroconf/__init__.py"", line 1433, in fire
    h(**kwargs)
  File ""/usr/src/homeassistant/homeassistant/components/zeroconf/__init__.py"", line 211, in service_update
    info = info_from_service(service_info)
  File ""/usr/src/homeassistant/homeassistant/components/zeroconf/__init__.py"", line 313, in info_from_service
    address = service.addresses[0]
IndexError: list index out of range
```

## Additional information

"
38058,Toon - Live updates stop after 1 hour,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->
Live updates from the Toon API stop 1 hour after registering the webhook. Re-register seems not to be working.

## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.112.4
- Last working Home Assistant Core release (if known): /
- Operating environment (OS/Container/Supervised/Core): OS
- Integration causing this issue: Toon
- Link to integration documentation on our website: [/integrations/toon/](https://www.home-assistant.io/integrations/toon/)

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```
toon:
  client_id: XXX
  client_secret: XXX
```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```
2020-07-22 08:09:44 DEBUG (MainThread) [custom_components.toon.coordinator] Got webhook data: {'code': 510, 'message': 'WebHook subscription expired for commonName: qb-XXX. Please subscribe again to receive updates.'}
2020-07-22 08:09:44 ERROR (MainThread) [homeassistant.components.webhook] Error processing webhook XXX
Traceback (most recent call last):
  File ""/usr/src/homeassistant/homeassistant/components/webhook/__init__.py"", line 97, in async_handle_webhook
    response = await webhook[""handler""](hass, webhook_id, request)
  File ""/config/custom_components/toon/coordinator.py"", line 107, in handle_webhook
    await self.register_webhook()
  File ""/config/custom_components/toon/coordinator.py"", line 79, in register_webhook
    self.handle_webhook,
  File ""/usr/src/homeassistant/homeassistant/components/webhook/__init__.py"", line 37, in async_register
    raise ValueError(""Handler is already defined!"")
ValueError: Handler is already defined!
```

## Additional information

"
38024,0.113.0b1 - KeyError: 'boundaries',"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->
Unfortunately, Neato integration doesn't work anymore.


## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.113.b1
- Last working Home Assistant Core release (if known): 0.112.4 
- Operating environment (OS/Container/Supervised/Core): Core
- Integration causing this issue: neato
- Link to integration documentation on our website: 

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```yaml
UI config
```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt
2020-07-20 16:47:05 ERROR (MainThread) [homeassistant.helpers.entity] Update for vacuum.philip fails
Traceback (most recent call last):
  File ""/usr/src/homeassistant/homeassistant/helpers/entity.py"", line 272, in async_update_ha_state
    await self.async_device_update()
  File ""/usr/src/homeassistant/homeassistant/helpers/entity.py"", line 465, in async_device_update
    await self.hass.async_add_executor_job(
  File ""/usr/local/lib/python3.8/concurrent/futures/thread.py"", line 57, in run
    result = self.fn(*self.args, **self.kwargs)
  File ""/usr/src/homeassistant/homeassistant/components/neato/vacuum.py"", line 267, in update
    self._robot_boundaries += robot_boundaries[""data""][""boundaries""]
KeyError: 'boundaries'
```

## Additional information

"
38013,"0.113.0b3 New rfxtrx-integration restores switch state to last state from RFXCOM only, not HA","<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
Trying the new rfxtrx integration with state restoration, at HA restart the switch state is always restored to last state received from RFXCOM - ie my physical remote. Regardless if another state was entered in HA.
Looking at the state_changed events, data.new_state.attributes.event is always the last heard message from RFXCOM, not what I expect HA has sent to RFXCOM after that - is this what is used to restore state?
Using remote TCP, not USB.
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->


## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.113.0b3
- Last working Home Assistant Core release (if known): N/A
- Operating environment (OS/Container/Supervised/Core): OS
- Integration causing this issue: rfxtrx
- Link to integration documentation on our website: 

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```yaml
rfxtrx:
  automatic_add: false
  host: 10.1.2.3
  port: 50000
  debug: true
  devices:
    0b11000a013bfcfa01000060:
`
```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt

```

## Additional information

"
38010,Setup failed for Route53 on 113b03,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->
On startup an error that setup failed for Route53 is in the logs


## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->
113 Beta 3 running the docker container on Ubuntu 18.04LTS

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```yaml
route53:
  aws_access_key_id: XXXXX
  aws_secret_access_key: XXXXX
  zone: XXXXXXX
  domain: XXXXXX
  records:
    - home
```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt
Setup failed for route53: Unable to import component: cannot import name 'linux_distribution' from 'platform' (/usr/local/lib/python3.8/platform.py)
8:10:31 AM – setup.py (ERROR)
```

## Additional information

"
37971,"n26 pip upgrade  |  400 Client Error: Bad Request for url: https://api.tech26.de/oauth/token","<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
-->
N26 have updated their api people have fix the issue https://github.com/femueller/python-n26/issues/81 but home assistant needs to update the pip package n26 and i can't do it with home assistant os..

## Environment
<!--
Not necessary
-->

- Home Assistant Core release with the issue: Home Assistant 0.112.4
- Last working Home Assistant Core release (if known): /
- Operating environment (OS/Container/Supervised/Core): Home assistant os
- Integration causing this issue: n26
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/n26

## Problem-relevant `configuration.yaml`
<!--

-->

```yaml
 not necessary
```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt
 400 Client Error: Bad Request for url: https://api.tech26.de/oauth/token
```

## Additional information

"
37969,Homematic IP HmIP-SRH not reporting tilted state,"## The problem
Homematic IP rotary handle sensor HmIP-SRH fails to report the tilted status.

## Environment
- Home Assistant Core release with the issue: 0.112.5
- Last working Home Assistant Core release (if known):  
- Operating environment (OS/Container/Supervised/Core): HassOS 4.11
- Integration causing this issue: homematicip_cloud
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/homematicip_cloud/

## Problem-relevant `configuration.yaml`
```yaml

```

## Traceback/Error logs
```txt

```

## Additional information
The rotary handle sensor  HmIP-SRH can report three states: open, tilted and closed. The status is displayed correctly inside the Homematic IP App, but the homematicip_cloud integration implemented this sensor as binary sensor, allowing only open or closed. This prevents proper usage of this type of sensor."
37953,Hikvision Integration not functional with new gen Hikvision WIFI-Cam,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->
So far even with the help of the community it is not possible to integrate a current generation Hikvision WIFI-Cam with Home Assistant through the Hikvision-Integration.
The camera itself is properly configured based on the recommendations with base/digest-Support for all authentication-methods, CGI-Integration enabled (even if not need), motion detection-functions enabled with ""Notify to Surveillance Station"" (with defined zones) and a proper operator-account ""hassio-mgmt"" with more than needed rights (for test purposes). The password itself is 16 characters long (maximum of supported length of the cam).
When i restart Home Assistant i can see on the cameras webinterface, that the hassio_mgmt-Useraccount is properly connected (see attached screenshots, the IP of homeassistant is the 192.168.150.10), but there are no binary sensors getting created.

Btw. the Onvif-Integration works without hiccups but the created sensors here are incomplete (no Line Detection), which is the reason, why i am trying the native hikvision-integration in Home Assistant.

<img src=""https://user-images.githubusercontent.com/65537552/87846142-e7247b00-c8cd-11ea-89cc-df4ec3b863cb.png"" width=""250"">
<img src=""https://user-images.githubusercontent.com/65537552/87846143-e7bd1180-c8cd-11ea-80b3-492b0cf32081.png"" width=""250"">
<img src=""https://user-images.githubusercontent.com/65537552/87846144-e855a800-c8cd-11ea-84ee-3f95f02ba302.png"" width=""250"">
<img src=""https://user-images.githubusercontent.com/65537552/87846145-e855a800-c8cd-11ea-951b-b5e90ac01337.png"" width=""250"">
<img src=""https://user-images.githubusercontent.com/65537552/87846146-e8ee3e80-c8cd-11ea-96dd-d8ba389a3390.png"" width=""250"">
<img src=""https://user-images.githubusercontent.com/65537552/87846147-e8ee3e80-c8cd-11ea-9fe2-c650c0b8eba9.png"" width=""250"">
<img src=""https://user-images.githubusercontent.com/65537552/87846149-ea1f6b80-c8cd-11ea-99bf-215675e650bb.png"" width=""250"">

## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: **0.112.4**
- Hikcam DS-2CV2046G0-IDW camera firmware: **5.5.132 200132** (Newest Acusense Camera with Object Recognition)
- Last working Home Assistant Core release (if known): never
- Operating environment (OS/Container/Supervised/Core): Hassio in VM
- Integration causing this issue: hikvision
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/hikvision/
- Home Assistant and the Camera reside in different subnets (192.168.150.0/24 and 192.168.160.0/24), which are bidirectionally routed inbetween (without any port blocks at the moment)

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```  
binary_sensor:
- platform: hikvision
    name: hikcamfront
    host: 192.168.160.200
    port: 80
    ssl: false
    username: hassio_mgmt
    password: <PW>
```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```2020-07-17 21:49:13 WARNING (Thread-5) [urllib3.connectionpool] Failed to parse headers (url=http://192.168.160.200:80/ISAPI/Event/notification/alertStream): [StartBoundaryNotFoundDefect(), MultipartInvariantViolationDefect()], unparsed data: ''
Traceback (most recent call last):
  File ""/usr/local/lib/python3.7/site-packages/urllib3/connectionpool.py"", line 446, in _make_request
    assert_header_parsing(httplib_response.msg)
  File ""/usr/local/lib/python3.7/site-packages/urllib3/util/response.py"", line 71, in assert_header_parsing
    raise HeaderParsingError(defects=defects, unparsed_data=unparsed_data)
urllib3.exceptions.HeaderParsingError: [StartBoundaryNotFoundDefect(), MultipartInvariantViolationDefect()], unparsed data: ''
[2020-07-18]05:11:10 ERROR (Thread-5) [pyhik.hikvision] Problem finding attribute: 'duration'
2020-07-18 05:11:10 ERROR (Thread-5) [pyhik.hikvision] Problem finding attribute: 'duration'
2020-07-18 05:11:11 ERROR (Thread-5) [pyhik.hikvision] Problem finding attribute: 'duration'
2020-07-18 05:11:11 ERROR (Thread-5) [pyhik.hikvision] Problem finding attribute: 'duration'
2020-07-18 05:11:12 ERROR (Thread-5) [pyhik.hikvision] Problem finding attribute: 'duration'
2020-07-18 05:11:12 ERROR (Thread-5) [pyhik.hikvision] Problem finding attribute: 'duration'
2020-07-18 05:11:15 ERROR (Thread-5) [pyhik.hikvision] Problem finding attribute: 'duration'
2020-07-18 05:11:27 ERROR (Thread-5) [pyhik.hikvision] Problem finding attribute: 'duration'
2020-07-18 05:11:28 ERROR (Thread-5) [pyhik.hikvision] Problem finding attribute: 'duration'
2020-07-18 05:11:28 ERROR (Thread-5) [pyhik.hikvision] Problem finding attribute: 'duration'
2020-07-18 05:11:28 ERROR (Thread-5) [pyhik.hikvision] Problem finding attribute: 'duration'
2020-07-18 05:11:29 ERROR (Thread-5) [pyhik.hikvision] Problem finding attribute: 'duration'
2020-07-18 05:11:32 ERROR (Thread-5) [pyhik.hikvision] Problem finding attribute: 'duration'
```

## Additional information

"
